listing_id,name,host_id,host_name,host_since,host_response_rate,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,weekly_price,monthly_price,security_deposit
2584354,Cozy home for world travelers,12651381,Lisa,27-02-2014,,47.61648989,-122.2940182,Apartment,Entire home/apt,2,1,1,125,,,
4574700,"Perfect for families, best location",23713302,Tina,13-11-2014,100%,47.61217344,-122.2919284,House,Entire home/apt,8,3,3,350,,,
5685646,Garden suite with incredible views,29480224,Abby,16-03-2015,100%,47.61556576,-122.2852787,House,Entire home/apt,6,1,2,140,750,3000,
977722,serene apartment close to UW,5282519,Elizabeth,01-03-2013,100%,47.6651984,-122.305289,Apartment,Entire home/apt,2,1,1,80,480,,
2931922,"2 Baths W/D,View walk UW (302)",3074414,Melissa,27-07-2012,80%,47.66415028,-122.3039721,Apartment,Entire home/apt,5,2,2,145,900,2695,200
8253955,Amazing English Tudor Home Near UW,8350163,Colleen,06-09-2015,100%,47.66940738,-122.3083482,House,Entire home/apt,6,1,1,150,900,4300,250
6426462,Private bath walk UW U Village(202),3074414,Melissa,27-07-2012,80%,47.66404593,-122.3035321,Condominium,Private room,1,1,1,65,450,1295,250
8154238,UW Hacker House - 2nd flr 2p U,1243056,Andrew,03-10-2011,90%,47.65732911,-122.3174674,House,Shared room,1,1,1,50,275,880,350
5020861,cozy balcony apt one block to UW ,1324474,Christen,23-10-2011,100%,47.66449697,-122.3127727,Apartment,Private room,3,1,1,65,450,,
9611409,Cozy oasis in vibrant neighborhood,44101586,Regina,13-09-2015,100%,47.659933,-122.3214421,Other,Private room,2,1,1,45,,,
9282348,A bedroom close to UW,48203627,Lihua,04-11-2015,100%,47.66215516,-122.3035447,Apartment,Private room,2,0.5,1,35,,,
8939306,The Greek Island Room w/ Breakfast,26967583,Dario,30-01-2015,98%,47.66422452,-122.309741,House,Private room,2,1,1,41,,,500
5423692,Cozy Room Near UW,11613383,Brady,24-01-2014,100%,47.66778803,-122.3199847,House,Private room,2,1,1,59,,,
9159975,Spacious Cozy Home by UW Lake Union,37461306,Rory,04-07-2015,93%,47.65749175,-122.3198978,Townhouse,Private room,2,1.5,1,49,,,150
7561272,French Country Room w/Breakfast,26967583,Dario,30-01-2015,98%,47.66664004,-122.3164824,House,Private room,2,1,1,47,,,500
7326419,Craftsman in University District,28715163,Julie,03-03-2015,100%,47.66722261,-122.3167983,House,Private room,2,1,1,65,385,1650,
9373607,Cozy Loft Bed Near UW and Downtown,16820220,Leo,15-06-2014,100%,47.65889785,-122.3221733,Apartment,Private room,2,1,1,41,,,
6717555,1 Bedroom by UW for Summer Rental,34472831,Clara,28-05-2015,,47.65900535,-122.3217559,Apartment,Private room,1,1,1,35,250,500,
8939433,The Southwestern Room w/ Breakfast,26967583,Dario,30-01-2015,98%,47.66491325,-122.3097638,House,Private room,2,1,1,43,,,500
8939503,The British Room w/ Breakfast,26967583,Dario,30-01-2015,98%,47.66339352,-122.3114961,House,Private room,2,1,1,44,,,500
8742753,Private room 1 min from UW,19381151,Yifan,03-08-2014,100%,47.6613099,-122.3100722,Apartment,Private room,2,1,1,99,549,2199,
8939687,The Seattle Room w/Breakfast,26967583,Dario,30-01-2015,98%,47.6645209,-122.3095983,House,Private room,2,1,1,45,,,500
3793406,Roosevelt / Ravenna Retreat Apt.,881457,Aaron,27-07-2011,,47.67205628,-122.3177189,Apartment,Entire home/apt,2,1,2,98,,,
9134196,"Studio Apt with patio, #105",23502285,Matt,08-11-2014,90%,47.65737284,-122.3146063,Apartment,Entire home/apt,2,1,0,109,650,2500,
6007267,1BD Apt. in University District,7178350,Hannah,29-06-2013,,47.66637834,-122.3168925,Apartment,Entire home/apt,3,1,1,75,475,,
3422894,Sunny rooftop U district studio!,1037114,Amy,30-08-2011,,47.6589087,-122.3147936,Apartment,Entire home/apt,2,1,0,88,,,150
3630581,Center UW Comfy Quiet & View (302),3074414,Melissa,27-07-2012,80%,47.66218141,-122.3133911,Apartment,Entire home/apt,2,1,0,98,695,1895,100
9394508,Steps to UW Wood Floor Remodeled 12,2911360,Ren,12-07-2012,100%,47.65732954,-122.3178094,Apartment,Entire home/apt,4,1,1,75,490,1495,100
7348578,Elegant Tangerine Room w/Breakfast,26967583,Dario,30-01-2015,98%,47.66695593,-122.3155975,House,Private room,3,2,1,40,,,500
8869680,Great Location HEART of UW Studio,8026420,Sheldon,08-08-2013,100%,47.65707082,-122.3142602,Apartment,Entire home/apt,4,1,0,85,500,1695,100
7678429,650 sqft 1 bed 1 bath apt,40321471,Li,02-08-2015,,47.65634217,-122.3188398,Apartment,Entire home/apt,2,1,1,100,600,,200
2979387,UNIVERSITY DISTRC CHARMER (Sleep10),14456173,Kim,19-04-2014,100%,47.66494949,-122.3211328,House,Entire home/apt,10,2,3,275,,4900,200
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,27-07-2012,80%,47.66701648,-122.3044009,Apartment,Entire home/apt,4,1,1,105,700,1895,100
1549973,Spacious Fast Internet Walk to UW43,3074414,Melissa,27-07-2012,80%,47.65917007,-122.3165354,Apartment,Entire home/apt,3,1,1,78,525,1795,100
1123977,Lovely 1 bedroom apartment,2051621,Kristi,01-04-2012,75%,47.66456191,-122.3083994,Apartment,Entire home/apt,4,1,1,150,1000,2200,250
5719631,Steps to UW spacious New carpet 33,3074414,Melissa,27-07-2012,80%,47.65892905,-122.3163078,Apartment,Entire home/apt,3,1,1,95,560,1895,150
9580209,"2 Baths W/D,View walk UW (302)",2911360,Ren,12-07-2012,100%,47.66314003,-122.30285,Condominium,Entire home/apt,5,2,2,155,850,2500,150
9364220,Studio Apt w/ Patio - #B02,23502285,Matt,08-11-2014,90%,47.65760578,-122.3144447,Apartment,Entire home/apt,2,1,0,109,,,
9663221,"Center UW, Comfy, Quiet &View (217)",2911360,Ren,12-07-2012,100%,47.66239538,-122.3146298,Apartment,Entire home/apt,4,1,0,80,525,1550,100
9636952,Center UW Blast Internet New #101,2911360,Ren,12-07-2012,100%,47.6630712,-122.3130173,Apartment,Entire home/apt,2,1,0,80,550,1550,100
8594059,Sweet Family Home near UW,621691,Rachael,24-05-2011,100%,47.67056917,-122.3157949,House,Entire home/apt,5,1,2,125,,,
6278756,Master Bedroom in 3BD Apartment,32640082,Malika,05-05-2015,,47.65641449,-122.3172383,Apartment,Private room,2,1,1,55,250,,
3679617,"Center UW, Comfy, Clean &View (204)",3074414,Melissa,27-07-2012,80%,47.66169364,-122.3129142,Apartment,Entire home/apt,4,1,0,98,600,1695,100
9416551,"Center UW, Comfy, Quiet &View (303)",2911360,Ren,12-07-2012,100%,47.66314544,-122.313413,Apartment,Entire home/apt,2,1,0,82,550,1595,100
8322107,Cozy 1bed apartment in the U-Dist,41323391,Ivy,12-08-2015,,47.65730353,-122.3186601,Apartment,Entire home/apt,2,1,1,70,450,1700,200
9511676,Cozy room in the U-District,20847926,Dorothy,02-09-2014,100%,47.65741764,-122.3206441,Apartment,Private room,1,1,1,55,175,,
3158243,"Spacious,modernU Village W/D (304) ",3074414,Melissa,27-07-2012,80%,47.6643652,-122.3032258,Apartment,Entire home/apt,4,1,1,110,850,2350,200
8327124,Ideal for Family Reunions/Getaways,658155,Joe,02-06-2011,100%,47.66757538,-122.3187156,House,Entire home/apt,12,3.5,5,350,,,500
4311078,Ravenna Craftsman - 4 Bdrm by UW!,430709,Sea To Sky Rentals,08-03-2011,88%,47.66825152,-122.3094497,House,Entire home/apt,9,2.5,4,295,,,
3329962,"Super comfortable, UW (44)",3074414,Melissa,27-07-2012,80%,47.65962584,-122.3174207,Apartment,Entire home/apt,3,1,1,105,675,1895,100
3263071,New carpet Walk to UW. Quiet Top 50,3074414,Melissa,27-07-2012,80%,47.65753036,-122.3178532,Apartment,Entire home/apt,4,1,1,85,575,1795,100
7302675,Apt In University District w/ View,38251968,Jonathan,12-07-2015,,47.6593293,-122.3134565,Apartment,Entire home/apt,3,1,0,75,460,,800
6250399,Center UW Comfy Wood Floor (216),3074414,Melissa,27-07-2012,80%,47.66145428,-122.3129249,Apartment,Entire home/apt,3,1,0,95,680,1795,100
7387294,Spacious Room in the U District,28715163,Julie,03-03-2015,100%,47.66749233,-122.3152824,House,Private room,2,1,1,75,455,1950,
7363462,The Pink Room w/Breakfast,26967583,Dario,30-01-2015,98%,47.66667724,-122.3163437,House,Private room,1,1,1,45,,,500
6796336,A duplex near U district!,35574532,Minako Xin Wei,11-06-2015,,47.66622474,-122.3176093,House,Private room,1,1.5,1,30,150,,
8156894,UW Hacker House - 2nd flr 4p 2L,1243056,Andrew,03-10-2011,90%,47.65865765,-122.3189667,House,Shared room,1,1,1,42,259,813,350
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,09-05-2013,100%,47.6713697,-122.3157987,House,Entire home/apt,7,1.5,3,250,1500,5000,500
5969872,U-District/Ravenna Townhouse Room,4901731,Joachim,30-01-2013,100%,47.67140573,-122.3167847,House,Private room,1,1,1,43,262,924,
9617068,Modern apt with vintage flair,13267774,Jessica,18-03-2014,38%,47.66311747,-122.3188134,Apartment,Entire home/apt,4,1,1,125,,,
4438188,Great Location Near the University,2277537,Sally,02-05-2012,100%,47.66818255,-122.3173717,Apartment,Entire home/apt,3,1,1,112,755,2551,500
1521633,"3 Min walk to UW, Large Quiet (51)",3074414,Melissa,27-07-2012,80%,47.65712478,-122.3178221,Apartment,Entire home/apt,4,1,1,85,595,1795,100
6623079,Small&cozy place to stay in Seattle,34664295,Sofwa,31-05-2015,,47.65700652,-122.3196197,Apartment,Private room,2,1,1,63,,,
7561254,The Yellow Room w/Breakfast,26967583,Dario,30-01-2015,98%,47.66709569,-122.3168086,House,Private room,1,1,1,41,,,500
3494608,Bright Remodeled Basement Apartment,17595871,Anne,03-07-2014,100%,47.66580428,-122.3208876,House,Entire home/apt,3,1,1,79,500,1650,400
3085726,Across St. UW Tower Hotel Deca 206,3074414,Melissa,27-07-2012,80%,47.66250162,-122.3134163,Apartment,Entire home/apt,2,1,1,70,625,1895,150
2256124,The perfect home base in U-District,11521444,Dan,21-01-2014,100%,47.6669145,-122.3142734,Apartment,Entire home/apt,3,1,1,85,550,1900,
7071021,Center UW Quiet Comfy shortwalk 308,3074414,Melissa,27-07-2012,80%,47.66125018,-122.3143933,Apartment,Entire home/apt,4,1,0,110,680,1895,200
9465815,Nice bedroom close to UW and bus,17170275,Yaoyu,23-06-2014,100%,47.66581866,-122.3031713,Apartment,Private room,1,1,1,53,,,
6938103,Comfortable Room Near UW,11613383,Brady,24-01-2014,100%,47.66765063,-122.3194801,House,Private room,2,1,1,75,,,
6913414,3 BR/1 BA Seattle Cottage,8635747,Jenna,04-09-2013,100%,47.67119879,-122.3150932,House,Entire home/apt,6,1,2,125,1500,4500,250
3706719,Center UW Comfy Quiet & View (306),3074414,Melissa,27-07-2012,80%,47.66132295,-122.3149835,Apartment,Entire home/apt,2,1,0,90,580,1795,200
8174626,UW Studio Apartment,16756919,Morteza,13-06-2014,100%,47.66443671,-122.3067381,Apartment,Entire home/apt,2,1,1,85,550,1900,300
1571230,Center UW Blast Internet New #102,3074414,Melissa,27-07-2012,80%,47.66116769,-122.3146512,Apartment,Entire home/apt,3,1,1,85,525,1695,100
4270642,Remodeled wood Floor walk to UW 101,3074414,Melissa,27-07-2012,80%,47.66101092,-122.3137344,Apartment,Entire home/apt,2,1,0,88,600,1650,100
5407311,Serene W/D  walk toUW/U Village 404,3074414,Melissa,27-07-2012,80%,47.6626723,-122.3043698,Apartment,Entire home/apt,4,1,1,92,600,1895,150
9976135,Cute room right by express lane,38224565,Stella,12-07-2015,100%,47.65895309,-122.3219786,Apartment,Private room,1,1,1,28,,,
9558353,Center UW Blast Internet New #102,2911360,Ren,12-07-2012,100%,47.66148495,-122.3156934,Apartment,Entire home/apt,2,1,0,70,430,1500,100
7247767,Deluxe Room/Full Bath in U District,37952534,Scott And Delmis,09-07-2015,100%,47.66852258,-122.315454,House,Private room,2,1,1,78,600,,
7035077,Small room w. mattress close to DT,36882932,Bilal,27-06-2015,,47.66948569,-122.3145501,House,Private room,1,1,1,30,165,600,
7353834,Center UW Good WiFi Comfy 217,3074414,Melissa,27-07-2012,80%,47.66129401,-122.313182,Apartment,Entire home/apt,4,1,0,93,595,1795,100
9319891,Private bath walk UW U Village(202),2911360,Ren,12-07-2012,100%,47.66317893,-122.3039904,Apartment,Private room,1,1,1,65,420,1295,150
6575407,Room with Downtown Seattle Views!,20181500,Shayna,17-08-2014,100%,47.66404703,-122.3182195,Condominium,Private room,1,1,1,120,,,
7550234,Blue Nautical Room w/Breakfast,26967583,Dario,30-01-2015,98%,47.66871493,-122.3163162,House,Private room,2,1,1,40,,,500
8939736,The Fireplace Room w/Breakfast,26967583,Dario,30-01-2015,98%,47.66312229,-122.3098396,House,Private room,2,1,1,43,,,500
7247720,Standard room with 3/4 bath by UW,37952534,Scott And Delmis,09-07-2015,100%,47.66833788,-122.315186,House,Private room,2,1,1,70,500,,
1786923,Interns-New available Walk to UW 41,3074414,Melissa,27-07-2012,80%,47.65836316,-122.3180063,Apartment,Entire home/apt,3,1,1,90,695,1895,150
7649837,"Clean, New, Upscale Studio Near UW",11186435,Luyan,10-01-2014,60%,47.66109671,-122.318774,Apartment,Entire home/apt,3,1,0,90,700,,
3610724,Cozy Apartment near UW ,1204406,Mariel,24-09-2011,100%,47.66442357,-122.3032119,Apartment,Entire home/apt,2,1,1,85,,,
7988337,Charming 1920s Unit in U-District,12356916,Tiffany,18-02-2014,100%,47.66044158,-122.3137683,Apartment,Entire home/apt,3,1,1,115,750,3000,100
1773803,View Emerald City Jewel Apt UW 1BD,8026420,Sheldon,08-08-2013,100%,47.65877003,-122.3136904,Apartment,Entire home/apt,4,1,1,89,600,1995,100
7536074,Seattle Green House Aprtment Campus,39485528,Sandra,25-07-2015,100%,47.65825774,-122.313566,Apartment,Entire home/apt,2,1,2,185,,,
3770248,"Center UW, Convenient  Comfy  (212)",3074414,Melissa,27-07-2012,80%,47.66154612,-122.3147937,Apartment,Entire home/apt,2,1,0,85,580,1595,100
9097754,Architects' Garden Retreat,47432674,Vicki,26-10-2015,100%,47.66856587,-122.307462,Apartment,Entire home/apt,2,1,1,135,,,400
3291295,Sunny 1BR Apt in the U District,228678,Katie,08-09-2010,100%,47.65883581,-122.3181496,Apartment,Entire home/apt,3,1,1,95,,,95
8171726,4BD/1BA Townhouse Close to UW,43124221,Khristy,01-09-2015,,47.65721706,-122.3142329,Apartment,Entire home/apt,8,1,4,306,,,250
10031055,The Herbal U,48196470,Jeremiah,04-11-2015,100%,47.6669221,-122.3172019,House,Shared room,4,1.5,1,29,,,
8939595,The Parisian Room w/ Breakfast,26967583,Dario,30-01-2015,98%,47.66299472,-122.3102215,House,Private room,2,1,1,47,,,500
8155580,UW Hacker House- 2nd flr 2p L,1243056,Andrew,03-10-2011,90%,47.65824886,-122.3176389,House,Shared room,1,1,1,50,275,880,350
6705584,Remodeled Hardwood 3 min walk UW 37,3074414,Melissa,27-07-2012,80%,47.65856121,-122.3160866,Apartment,Entire home/apt,4,1,1,105,680,1895,150
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,27-07-2012,80%,47.66147374,-122.3135628,Apartment,Entire home/apt,2,1,1,83,550,1650,150
7245692,"Private bedroom & bathroom, parking",37938910,Magdalena,08-07-2015,100%,47.66765748,-122.3178072,House,Private room,2,1,1,73,445,1390,
7153101,New Spacious Private Home UW Lake U,37461306,Rory,04-07-2015,93%,47.65665819,-122.3203138,Townhouse,Entire home/apt,4,2.5,2,92,,,225
9014572,Cozy private room very close to UW,19381151,Yifan,03-08-2014,100%,47.66270103,-122.3097321,Apartment,Private room,1,0.5,1,69,400,1400,
585418,"Quiet Stay—UW, UDistrict, UVillage",2225735,Angela,26-04-2012,,47.66448575,-122.3046706,Apartment,Shared room,2,1,1,59,405,,
4484426,"2 Baths W/D,View,  Walk UW (402)",3074414,Melissa,27-07-2012,80%,47.6623606,-122.302424,Apartment,Entire home/apt,6,2,2,145,1200,2995,250
3291777,Spacious and so close to UW (34),3074414,Melissa,27-07-2012,80%,47.65863155,-122.3177664,Apartment,Entire home/apt,4,1,1,95,650,1850,100
3096191,View Walk to UW Village 2B 2B (402),2911360,Ren,12-07-2012,100%,47.66321788,-122.3043709,Apartment,Entire home/apt,6,2,2,150,950,2895,100
9865846,Cozy Duplex Near UW,22302229,Rachel,08-10-2014,95%,47.66713218,-122.3164489,Apartment,Entire home/apt,4,1,2,85,,,
6249536,Center UW Comfy  New kitchen 103,3074414,Melissa,27-07-2012,80%,47.66313458,-122.3145582,Apartment,Entire home/apt,2,1,0,98,625,1695,150
5744931,University District One Bedroom,16756919,Morteza,13-06-2014,100%,47.66396766,-122.3065185,Apartment,Entire home/apt,4,1,1,110,780,2400,300
8156764,UW Hacker House - 2nd flr 4p 1L,1243056,Andrew,03-10-2011,90%,47.65731409,-122.31976,House,Shared room,1,1,1,42,259,813,350
3303857,"Cool, Fast WIFI walk to UW (14) ",3074414,Melissa,27-07-2012,80%,47.65860891,-122.317713,Apartment,Entire home/apt,3,1,1,95,675,1895,150
8155710,UW Hacker House - 2nd flr 4p 1U,1243056,Andrew,03-10-2011,90%,47.65688213,-122.318273,House,Shared room,1,1,1,42,259,813,350
3843706,Charming Ravenna Park / UW  3br 2ba,19811465,Maryanne,10-08-2014,83%,47.67160466,-122.3157654,House,Entire home/apt,5,2,3,250,1250,3500,800
8156860,UW Hacker House - 2nd flr 4p 2U,1243056,Andrew,03-10-2011,90%,47.65697102,-122.3189181,House,Shared room,1,1,1,42,259,813,350
9316399,Cozy and central in the U District,27711842,Alden,13-02-2015,70%,47.66391817,-122.3113423,Apartment,Private room,2,1,1,40,,,
293890,"Cozy, Spacious 2 BD in Roosevelt",1520116,Laura,19-12-2011,,47.66902314,-122.3158825,Apartment,Entire home/apt,4,1,2,80,450,1250,200
7915432,Townhouse in the U-District,26389600,Ben,20-01-2015,100%,47.66353217,-122.3114915,Townhouse,Shared room,2,1.5,1,40,,,
7501583,Remodeled Craftsman in Seattle,38023946,Katie,09-07-2015,,47.66881617,-122.3184417,House,Entire home/apt,6,1,2,275,,,
10126050,Unfurnished Studio in GREAT locatio,41612343,Emily,16-08-2015,50%,47.65741412,-122.3158241,Apartment,Entire home/apt,1,1,0,47,,,
7807658,Top Floor Corner Apt-Downtown View,41099211,Spencer,10-08-2015,100%,47.6604882,-122.3148349,Apartment,Shared room,2,1,1,118,,,
1589461,Hardwood Clean Quiet Walk to UW (52,3074414,Melissa,27-07-2012,80%,47.65697036,-122.3157798,Apartment,Entire home/apt,3,1,1,105,695,1895,150
9303530,2 Ba/2 Br Fast Wifi Walk to UW (35),2911360,Ren,12-07-2012,100%,47.65747556,-122.3175427,Apartment,Entire home/apt,6,2,2,150,900,2895,150
7809718,University District Oasis!,601236,Meg,18-05-2011,60%,47.67042422,-122.3152792,House,Entire home/apt,5,1.5,3,250,1100,,
140331,Metrobilly Retreat,683617,Jana,09-06-2011,75%,47.61893903,-122.2921234,House,Private room,2,1,1,88,480,1800,
9462315,Luxury bedroom in Madison Park,3240797,Angela,13-08-2012,50%,47.62371457,-122.2912274,House,Private room,2,1,1,139,600,1800,
565703,Garden Apartment in Madison Valley,2781551,Ron,29-06-2012,100%,47.6201619,-122.2958143,Apartment,Entire home/apt,4,1,2,128,762,2688,100
1147349,Cute Lower-Level 1 Bd. Apartment,6162459,Jessica,30-04-2013,,47.62459342,-122.2945468,Apartment,Entire home/apt,2,1,1,110,,,
7262358,Modern and Comfortable Suite,38014746,Desiree,09-07-2015,89%,47.63051112,-122.2817713,House,Entire home/apt,2,1,1,210,1300,3640,300
723723,BAMBOO BUNGALOW ,3740695,Bamboo,02-10-2012,100%,47.61966237,-122.2895565,House,Entire home/apt,4,1,1,155,800,1850,300
4757025,Charming and Private-AAA Location,8993600,Ella,22-09-2013,90%,47.62543446,-122.2904389,House,Entire home/apt,4,1,2,168,1000,,250
3334052,Convenient E Capitol Hill Studio!,937951,Ana,08-08-2011,100%,47.6203323,-122.2955346,Apartment,Entire home/apt,2,1,0,62,450,,
7036707,Madison Valley Garden Cottage,33203690,Kim,12-05-2015,100%,47.62302601,-122.2952981,Apartment,Entire home/apt,2,1,0,80,450,1400,100
5272327,Mini-apt Seattle w/ bkyard oasis!,828164,Emily,16-07-2011,80%,47.62250279,-122.2956157,Apartment,Entire home/apt,2,1,1,105,,,200
3921664,Cozy Suite Near Capitol Hill & Lake,20314969,Ariel,20-08-2014,100%,47.6241695,-122.2930447,House,Private room,4,1,1,50,,,95
9974658,Bleu Papillon Room,3740695,Bamboo,02-10-2012,100%,47.6193169,-122.2873737,House,Private room,2,1,1,70,,,300
2727984,Classic Seattle,13960065,Alan,06-04-2014,,47.61839318,-122.2867806,House,Private room,1,1,1,165,,,250
794633,Guest House in Madison Valley,2012892,J,26-03-2012,100%,47.62536071,-122.2915178,House,Entire home/apt,2,1,1,79,,,
3959442,"Modern Studio, Lovely Neighborhood",20519441,Rebecca,25-08-2014,100%,47.60950173,-122.3117716,Apartment,Entire home/apt,2,1,0,95,550,2000,
6761267,Cherry Hill Carriage House,35396029,Nick,09-06-2015,90%,47.60676849,-122.3134377,House,Entire home/apt,2,1,1,90,600,2300,
6824408,Home near downtown Seattle,5325813,Greg,04-03-2013,100%,47.60510734,-122.3037078,House,Entire home/apt,8,2.5,3,380,,,300
2526129,Central Seattle Home + Garden,12935059,Suzanne,08-03-2014,100%,47.6119061,-122.3033487,House,Entire home/apt,8,3,4,225,1400,,500
7859906,Modern Room Close To All the Action,40861497,Brant,08-08-2015,100%,47.61136902,-122.3145287,House,Private room,2,1,1,60,400,1400,
9636248,Large 1B condo w/views Capitol Hill,22267748,Shikha,08-10-2014,100%,47.61351809,-122.3116054,Condominium,Entire home/apt,2,1,1,100,,,100
4623541,"Spacious 2BR/2.5 bath, gr8 location",23946949,Laura,19-11-2014,100%,47.61109191,-122.3066484,House,Entire home/apt,5,2.5,2,157,1000,2500,
1970725,"Private entrance, great location",10175895,Mark,21-11-2013,,47.61562815,-122.3078369,House,Private room,2,1,1,110,,,
4418480,Be Close to Everything on The Hill,9929496,Nick,10-11-2013,100%,47.6125167,-122.3143453,Apartment,Entire home/apt,3,1,1,150,1200,5200,
911001,Beautiful Town Home - Capitol Hill,1635606,Peter,21-01-2012,100%,47.61397307,-122.3078883,Townhouse,Entire home/apt,6,3.5,3,203,827,2999,750
6670332,Peaceful home in S. Capitol Hill,20758898,Rob,31-08-2014,100%,47.60844249,-122.310376,House,Entire home/apt,5,1,1,145,1050,,
1249060,1BR Apt w/ Kitchen & Huge Backyard,2575305,Noelle,07-06-2012,100%,47.60518579,-122.3123022,House,Entire home/apt,3,1,1,85,,2600,250
1566487,Modern/Minimalist Apt next2 dwntown,8201710,Rodrigo,16-08-2013,100%,47.60308859,-122.305234,Apartment,Entire home/apt,4,1,1,79,643,2268,300
9711153,Lovely Cottage; Heart of Seattle.,43229398,Camellia,03-09-2015,100%,47.6124754,-122.308582,Apartment,Shared room,1,1,1,40,,,
444221,Cozy Bedroom @ Cherry Hill House,2203746,Monika,23-04-2012,100%,47.60552279,-122.3075301,House,Private room,2,1,1,49,292,1029,100
1018204,Back Cabin Loft @ Cherry Hill House,2203746,Monika,23-04-2012,100%,47.60562332,-122.3089055,Cabin,Private room,4,1,1,56,333,1176,100
4856986,Three Floors & Rooftop Deck Central,24986285,Mar,18-12-2014,83%,47.60581271,-122.3040398,House,Entire home/apt,7,2.5,3,330,1850,,300
2130652,"Lovely 2BR Central, quiet, parking!",10870042,Luna Farm,28-12-2013,86%,47.60998161,-122.3046398,Apartment,Entire home/apt,4,1,2,150,,,
5524530,Special Events Venue and Guesthouse,9555890,Melissa,21-10-2013,100%,47.60679614,-122.3090857,House,Entire home/apt,8,3,4,350,,,200
9216874,Modern Central District Townhouse,28723135,Meg,04-03-2015,100%,47.60230965,-122.3057982,Townhouse,Entire home/apt,4,1.5,2,145,,,
7971395,Nice Private bedroom Near Downtown,42063487,Cindy,20-08-2015,100%,47.60489137,-122.3067103,House,Private room,2,1,1,67,480,,
2593263,Spring Street Center Room 2,8932486,Paul,19-09-2013,100%,47.61066814,-122.3125534,House,Private room,3,2,1,69,500,,
443580,Sweet Cabin @ the Cherry Hill House,2203746,Monika,23-04-2012,100%,47.60663951,-122.3081398,Cabin,Private room,2,1,1,52,309,1092,100
1614502,"Artistic home, free parking",8594245,Kate,02-09-2013,100%,47.61025306,-122.3050493,House,Private room,2,1,1,75,,,
4477426,Chef's Luxurious Townhouse,5680459,Micah,29-03-2013,,47.60315576,-122.3098553,Apartment,Private room,2,1.5,1,90,,,
7648716,Central Dist King Bd & Ensuite Bath,24986285,Mar,18-12-2014,83%,47.60440567,-122.3054291,House,Private room,2,1,1,130,,,150
9696912,Quietude near downtown w/ parking,3975133,Sam,20-09-2015,100%,47.61067856,-122.3126715,House,Private room,2,1,1,65,,,
3585592,Urban Loft in Trendy Capitol Hill,15450521,Matt,13-05-2014,,47.61577894,-122.3068259,Apartment,Entire home/apt,2,1,1,155,,,
3757858,Share - Geeks Paradise ,19196841,Andy,30-07-2014,100%,47.60977692,-122.3130001,Apartment,Shared room,2,1,1,79,,,
7219838,Residential Area Near Cap Hill,23270234,Alexa,02-11-2014,70%,47.60614936,-122.3038575,Apartment,Shared room,3,1,1,60,,,
6022715,The Thrifter Central District 2Bed,1459013,Andrew + Danielle,30-11-2011,,47.60661261,-122.3066379,Apartment,Entire home/apt,4,1,2,115,,,
7685745,"Cozy Home near Stadiums, Downtown",14387226,Sarah,03-08-2015,100%,47.60591073,-122.305446,House,Private room,2,1,1,60,400,1600,
4565370,The Reading Room at The Farmhouse,4349190,Rachel & Jon,07-12-2012,90%,47.60338844,-122.307437,House,Private room,2,1,1,70,,,
4783817,Sunny Capitol Hill Room in 4plex,8570233,Ron,01-09-2013,100%,47.61173102,-122.3082675,Apartment,Private room,2,1,1,80,550,1650,550
2593176,Spring Street Center Room 4,8932486,Paul,19-09-2013,100%,47.61111051,-122.3119619,House,Private room,3,2,1,70,400,,
3143227,Spring Street Center Room 1 ,8932486,Paul,19-09-2013,100%,47.61107513,-122.3136267,House,Private room,1,2,1,55,325,1200,
1214306,Private Bed/bath in Home: green (A),3894778,Summer,16-10-2012,75%,47.61600214,-122.3080604,House,Private room,2,1.5,1,72,,,150
9448215,Capital hill,48441443,Savannah,07-11-2015,60%,47.61107854,-122.3128201,House,Private room,2,1,1,67,,,
9369481,Capital hilll Victorian,48441443,Savannah,07-11-2015,60%,47.61017418,-122.3127992,House,Private room,2,1,1,58,,,
3533224,Cozy Room in Seattle,8303342,Michael,21-08-2013,100%,47.60590764,-122.3139468,House,Private room,2,1.5,1,70,,,
443736,Private studio apartment with deck,2203746,Monika,23-04-2012,100%,47.60587457,-122.3079307,Apartment,Entire home/apt,2,1,1,81,482,1701,200
6675927,Contemporary Urban - Master Bedroom,11346794,Jon,15-01-2014,100%,47.61687399,-122.3032697,House,Private room,2,1.5,1,58,,,
1772119," Cherry Hill Cozy, Budget Loft-Bed ",9555890,Melissa,21-10-2013,100%,47.60620715,-122.3068346,House,Private room,2,2,1,58,430,,200
7808495,Near Seattle University on Cap Hill,1675559,Dan,30-01-2012,80%,47.6097965,-122.3153297,House,Private room,1,1,1,100,700,,200
4539948,Cozy Private Loft Apt with Balcony,8200345,Rachel,16-08-2013,100%,47.61040169,-122.313874,Loft,Entire home/apt,2,1,0,110,850,,
7768727,Perfect Escape in Heart of Seattle,40861497,Brant,08-08-2015,100%,47.60994589,-122.3156373,Townhouse,Private room,2,1,1,75,500,1600,
769213,Private Garden Apt w/ Soaking Tub,4057441,Kt,04-11-2012,100%,47.60956186,-122.3150989,House,Entire home/apt,2,1,0,124,738,,
